01-1.jpg,0.0329247,0.0473555,-10.795,-0.000913552,0.285887,-54.542,-0.000125296,0.00237002,1,
02-1.jpg,0.0352059,0.0503089,-14.8092,-0.00134793,0.305481,-58.3551,-7.267e-05,0.00258176,1,
03-1.jpg,0.0352595,0.0492868,-18.241,-0.000620402,0.298037,-55.9208,-3.03007e-05,0.002509,1,
04-1.jpg,0.0344716,0.0463727,-20.237,0.000305154,0.281762,-51.2503,8.24271e-06,0.00233092,1,
05-1.jpg,0.0316133,0.0409315,-20.2402,-0.000684476,0.252564,-43.396,-1.40789e-06,0.0020009,1,
06-1.jpg,0.032901,0.0446213,-24.0682,-0.00166707,0.270322,-47.9996,-1.70485e-05,0.00224486,1,
07-1.jpg,0.0331481,0.0446546,-28.11,-0.00233942,0.271724,-53.1535,-1.54796e-05,0.00224766,1,
08-1.jpg,0.0328988,0.0436931,-30.6665,-0.000483511,0.265763,-52.8383,3.05085e-05,0.0021881,1,
09-1.jpg,0.0308761,0.0413471,-31.4739,-0.000886713,0.249935,-47.022,3.3985e-05,0.00205327,1,
10-1.jpg,0.0291441,0.0392266,-31.4443,-0.00131591,0.236343,-41.6838,3.17183e-05,0.0019556,1,
11-1.jpg,0.0281782,0.0381991,-31.9628,-0.00130091,0.229784,-39.4506,3.48002e-05,0.00192276,1,
12-1.jpg,0.0265868,0.035614,-31.4475,-0.00309402,0.217684,-36.0063,2.85423e-06,0.00182702,1,
13-1.jpg,0.0254728,0.0341069,-31.091,-0.00266193,0.207876,-34.8182,1.06441e-05,0.00172606,1,

14-1.jpg,0.0220509,0.0294132,-27.8324,-0.00579464,0.178131,-27.3317,-7.93116e-05,0.00143076,1,
15-1.jpg,0.0236813,0.0315355,-30.47,-0.00393388,0.190406,-30.9052,-4.33609e-06,0.00161954,1,
16-1.jpg,0.0215945,0.0290145,-28.272,-0.00442175,0.173908,-27.0547,-3.36657e-05,0.00143805,1,
17-1.jpg,0.0195023,0.0262977,-25.6234,-0.00583854,0.156551,-21.5794,-7.51578e-05,0.00124432,1,
18-1.jpg,0.0197579,0.0265078,-25.9513,-0.00575205,0.15777,-21.6479,-6.00914e-05,0.00126029,1,
19-1.jpg,0.0199614,0.0268393,-26.2284,-0.00611861,0.159882,-22.0517,-6.84045e-05,0.0012911,1,
20-1.jpg,0.0200437,0.0269043,-26.2573,-0.00627991,0.160924,-21.7997,-6.48746e-05,0.00131487,1,
21-1.jpg,0.0222196,0.0297782,-29.1627,-0.00424386,0.178062,-27.623,-9.93828e-06,0.00150656,1,
22-1.jpg,0.0214852,0.028819,-28.1814,-0.00459105,0.172354,-26.2418,-3.46137e-05,0.00143469,1,
23-1.jpg,0.020391,0.0273636,-26.5151,-0.00544226,0.163573,-23.492,-5.44274e-05,0.0013284,1,
24-1.jpg,0.0217965,0.0292762,-28.1612,-0.00359787,0.174725,-27.4214,-8.12086e-06,0.00144261,1,
25-1.jpg,0.020879,0.0279868,-26.7996,-0.00419924,0.16845,-25.9199,-3.73268e-05,0.00137066,1,
26-1.jpg,0.0220353,0.0294462,-28.2469,-0.00294884,0.176833,-28.3665,1.0806e-05,0.00145368,1,
27-1.jpg,0.0211339,0.0283401,-27.1992,-0.00413498,0.171134,-26.4413,-3.62007e-05,0.00141558,1,
28-1.jpg,0.021179,0.0283341,-27.2865,-0.00413164,0.169937,-26.0079,-2.37657e-05,0.00138745,1,
29-1.jpg,0.0200425,0.0270491,-25.9619,-0.00553796,0.162769,-23.4219,-6.87319e-05,0.00132339,1,
30-1.jpg,0.0209017,0.0280638,-27.0435,-0.00391442,0.167743,-25.6489,-2.12512e-05,0.00135048,1,
31-1.jpg,0.0205875,0.0277671,-26.6427,-0.00455909,0.166796,-24.6982,-2.8494e-05,0.00135056,1,
32-1.jpg,0.0218603,0.0293986,-28.2602,-0.00349144,0.177051,-27.879,3.762e-06,0.00146618,1,
33-1.jpg,0.0206384,0.0275343,-26.6836,-0.00420974,0.165512,-25.0068,-4.16513e-05,0.00133624,1,
34-1.jpg,0.0206546,0.0276059,-26.7508,-0.00399972,0.164419,-24.8405,-2.83245e-05,0.0013068,1,
35-1.jpg,0.0212358,0.0283716,-27.4822,-0.00369103,0.170581,-26.4718,-1.96668e-05,0.00139017,1,
36-1.jpg,0.0196184,0.0263609,-25.4459,-0.00628512,0.157974,-21.613,-8.34329e-05,0.00127602,1,
37-1.jpg,0.0205696,0.0276482,-26.6933,-0.00501181,0.165429,-24.1411,-3.79208e-05,0.00134012,1,
38-1.jpg,0.022233,0.029773,-28.8194,-0.00244843,0.17812,-29.1002,2.22846e-05,0.00145407,1,
39-1.jpg,0.0207495,0.027872,-26.9608,-0.00426858,0.166534,-25.2399,-3.48042e-05,0.00134094,1,
40-1.jpg,0.0199571,0.0267964,-25.9409,-0.00516128,0.159149,-22.7199,-4.69448e-05,0.00124952,1,
41-1.jpg,0.0204477,0.0274825,-26.5988,-0.00533716,0.164357,-23.8549,-5.31378e-05,0.00133295,1,
42-1.jpg,0.0213222,0.0287446,-27.8011,-0.00460281,0.171934,-26.1807,-3.43553e-05,0.00142481,1,
43-1.jpg,0.0211862,0.0283287,-27.4883,-0.00402371,0.169836,-25.9508,-1.89743e-05,0.00138305,1,
44-1.jpg,0.021113,0.0281925,-27.3734,-0.00401673,0.168213,-25.4793,-1.79614e-05,0.00136161,1,
45-1.jpg,0.0199344,0.0266805,-25.8774,-0.0050394,0.159952,-22.7994,-5.16241e-05,0.00127312,1,
46-1.jpg,0.0206396,0.0277022,-27.0521,-0.00440436,0.165122,-25.4218,-3.05794e-05,0.00131433,1,
47-1.jpg,0.0198217,0.0267118,-25.9693,-0.00644564,0.160952,-23.5812,-8.76989e-05,0.00129964,1,
48-1.jpg,0.0214176,0.028866,-27.9186,-0.00424984,0.172708,-27.9783,-2.99491e-05,0.00141788,1,
